,course_title,url,price,num_subscribers,level,Rating,content_duration,published_timestamp
898,Laravel Account Activation Project,https://www.udemy.com/laravel-account-activation-project/,50.0,1147.0,All Levels,0.58,2.5,2016-12-07T20:41:15Z
899,SASS - Beginner Crash Course,https://www.udemy.com/sass-beginner-crash-course/,25.0,1143.0,Beginner Level,0.66,1.0,2015-02-12T17:13:26Z
900,Implementing a Data Warehouse with SQL Server 2012,https://www.udemy.com/implementing-a-data-warehouse-with-sql-server-2012/,85.0,1142.0,All Levels,0.34,5.0,2015-05-01T23:08:38Z
901,Build Your Own Membership Website With Joomla,https://www.udemy.com/build-your-own-membership-website-with-joomla/,95.0,1134.0,Intermediate Level,0.66,1.5,2014-12-03T17:10:58Z
902,Parse Server: From Front End to Full Stack,https://www.udemy.com/parse-server/,200.0,1130.0,All Levels,0.57,6.0,2016-07-29T00:54:17Z
903,"React.js: Building Production Ready Apps, Start to Finish",https://www.udemy.com/reactjs-building-production-ready-apps-start-to-finish/,50.0,1129.0,All Levels,0.96,17.5,2016-11-10T23:48:22Z
904,Login and Registration from Scratch with PHP and MySQL,https://www.udemy.com/authentication-from-scratch-with-php-and-mysql/,20.0,1128.0,Beginner Level,0.96,2.0,2012-10-24T09:54:08Z
905,Build a Complete JQuery Plugin (Image Pop-up Dialog),https://www.udemy.com/build-a-complete-jquery-plugin-image-pop-up-dialog/,20.0,1126.0,Intermediate Level,0.96,1.0,2017-02-23T21:46:18Z
906,WordPress Basics to Business: Share and Sell your Expertise,https://www.udemy.com/wordpress-basics-to-business/,50.0,1125.0,Beginner Level,0.96,3.5,2016-04-07T21:06:31Z
907,PHP Zend Framework 1.11:Creating a CRUD Application,https://www.udemy.com/zend-framework-111creating-a-crud-application/,40.0,1122.0,Intermediate Level,0.96,0.5833333333,2016-11-24T04:49:57Z
908,"Full stack Universal React with Redux, Node js and MongoDB",https://www.udemy.com/full-stack-universal-react-with-redux-express-and-mongodb/,195.0,1121.0,Beginner Level,0.96,5.0,2017-05-08T21:59:53Z
909,Complete Guide to Front-End Web Development and Design,https://www.udemy.com/complete-guide-to-front-end-web-development-and-design/,200.0,1119.0,Beginner Level,0.96,16.5,2016-05-23T17:32:24Z
910,WordPress Tips and Tricks,https://www.udemy.com/wordpress-tips-and-tricks/,200.0,1117.0,Beginner Level,0.96,2.5,2017-06-08T17:44:18Z
911,Web Development: Make A Website That Will Sell For Thousands,https://www.udemy.com/web-development-by-doing-html5-css3-complete-from-scratch/,50.0,1116.0,Intermediate Level,0.96,7.5,2013-09-03T00:08:55Z
912,Building a eCommerce Startup in 4 Hours [Livestream],https://www.udemy.com/4-hour-startup-building-an-ecommerce-startup-and-marketing-it/,50.0,1114.0,All Levels,0.96,3.0,2017-04-11T00:40:01Z
913,WordPress: Create an Amazing Website With Ease,https://www.udemy.com/wordpress-basic-to-advanced-tutorials/,200.0,1109.0,All Levels,0.96,2.5,2016-05-03T19:53:12Z
914,Mastering Web and Mobile Debugging Using Chrome Dev Tools,https://www.udemy.com/mastering-web-and-mobile-debugging-using-chrome-dev-tools/,195.0,1102.0,All Levels,0.96,2.0,2016-01-29T21:02:49Z
915,The Ultimate jQuery Course,https://www.udemy.com/essential-jquery-training/,20.0,1098.0,Beginner Level,0.96,2.5,2015-11-13T19:37:48Z
916,How to Build a CMS with PHP,https://www.udemy.com/make-a-cms/,50.0,1096.0,Beginner Level,0.96,1.0,2013-06-07T01:50:46Z
917,Security for your WordPress site,https://www.udemy.com/security-for-your-wordpress-site/,85.0,1096.0,All Levels,0.96,0.6333333333,2017-02-09T03:23:24Z
918,Learn by Doing: Vue JS 2.0 the Right Way,https://www.udemy.com/learn-by-doing-vue-js-2-the-right-way/,95.0,1087.0,All Levels,0.96,3.5,2016-11-07T17:53:40Z
919,Wordpress Essentials: Useful Plugins,https://www.udemy.com/wordpress-essentials-useful-plugins/,25.0,1087.0,All Levels,0.18,1.0,2015-09-15T00:19:49Z
920,CSS :basics for beginners,https://www.udemy.com/learn-css-fast/,30.0,1085.0,All Levels,0.0,0.5333333333,2016-08-29T14:34:31Z
921,Supreme NodeJS Course - For Beginners,https://www.udemy.com/supreme-node-js-course/,200.0,1080.0,Beginner Level,0.89,3.5,2016-11-29T19:03:48Z
922,Build a Business or Personal Website Using Wordpress,https://www.udemy.com/build-professional-business-personal-website-wordpress-create/,200.0,1069.0,Beginner Level,0.81,4.5,2016-07-25T17:34:51Z
923,Learn to make websites with Google's Material Design Lite,https://www.udemy.com/learn-googles-material-design-lite/,20.0,1063.0,All Levels,0.72,5.5,2015-07-20T17:23:16Z
924,Mastering Magento,https://www.udemy.com/mastering-magento/,85.0,1063.0,Beginner Level,0.39,3.5,2014-12-15T07:05:38Z
925,"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",https://www.udemy.com/html5-css3-bootstrap-how-to-create-a-responsive-website/,20.0,1062.0,Beginner Level,0.94,3.5,2015-07-31T23:56:22Z
926,XML :basics for beginners,https://www.udemy.com/xml-basics-for-beginners/,40.0,1062.0,Intermediate Level,0.66,0.65,2016-09-26T16:38:41Z
927,Create a Client Network by Hosting WordPress Sites,https://www.udemy.com/create-a-client-network-by-hosting-wordpress-sites/,35.0,1061.0,Intermediate Level,0.34,1.0,2015-03-02T21:42:06Z
928,Javascript :basics for beginners,https://www.udemy.com/learn-javascript-fast/,30.0,1057.0,Beginner Level,0.66,0.6166666667,2016-08-29T17:01:28Z
929,Build A Great Wordpress Website For Your Business in 2 Hours,https://www.udemy.com/build-a-great-wordpress-website-for-your-business-in-2-hours/,35.0,1054.0,All Levels,0.77,2.0,2014-06-10T18:24:25Z
930,Wordpress Theme Development for Beginners,https://www.udemy.com/wordpress-theme-development-for-beginners/,20.0,1052.0,All Levels,0.74,8.0,2017-05-17T22:55:23Z
931,Complete Wordpress Theme Development Course,https://www.udemy.com/complete-wordpress-theme-development-course/,150.0,1050.0,Beginner Level,0.16,6.5,2016-07-23T20:07:17Z
932,CSS Tutorial For Beginners: Style Your Wordpress Templates,https://www.udemy.com/css-tutorial-for-beginners-style-your-wordpress-templates/,35.0,1049.0,Beginner Level,0.63,3.5,2016-01-27T20:44:18Z
933,"Mastering 'Native CSS Shapes To Build Modern Web Pages""",https://www.udemy.com/mastering-native-css-shapes/,195.0,1040.0,Beginner Level,0.2,3.5,2017-05-29T17:44:48Z
934,Learn jQuery from Scratch - Master of JavaScript library,https://www.udemy.com/easy-jquery-for-beginner-learn-from-scratch-step-by-step/,100.0,1040.0,Beginner Level,0.21,2.0,2016-06-14T17:36:46Z
935,Bootstrap Tutorial for Beginners,https://www.udemy.com/bootstrap-tutorial-for-beginners/,20.0,1036.0,Beginner Level,0.12,2.0,2016-02-21T16:50:57Z
936,Web Building Starter Pack. Html Css and JQuery Animations,https://www.udemy.com/web-building-starter-pack-html-css-and-jquery-animations/,30.0,1033.0,All Levels,0.2,7.5,2016-10-07T21:58:04Z
937,Sell Courses On Your Own Website - No Coding Required!,https://www.udemy.com/sell-courses-on-your-own-website-no-coding-required/,100.0,1032.0,Beginner Level,0.24,1.0,2016-04-18T17:36:30Z
938,The Complete Web Developer Masterclass: Beginner To Advanced,https://www.udemy.com/web-development-course-learn-in-just-1-day-by-pooja-thakar/,20.0,1030.0,Beginner Level,0.11,2.5,2017-05-12T14:45:01Z
939,Build Powerful Websites & Blogs using WordPress - No Coding,https://www.udemy.com/powerful-websites-blogs-using-wordpress-no-coding/,20.0,1024.0,All Levels,0.85,3.0,2016-04-04T17:54:52Z
940,Mastering DevOps,https://www.udemy.com/mastering-devops/,100.0,1023.0,Intermediate Level,0.3,6.0,2016-10-21T13:46:19Z
941,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",https://www.udemy.com/learn-laravel-by-doing/,100.0,1023.0,All Levels,0.24,5.0,2016-03-22T17:14:41Z
942,Python Web Programming,https://www.udemy.com/python-web-programming/,100.0,1020.0,All Levels,0.56,6.0,2015-07-01T21:46:36Z
943,Introduction to Frontend Web Development For Beginners,https://www.udemy.com/programming-for-web-development-from-scratch/,145.0,1018.0,All Levels,0.89,4.5,2016-08-02T16:54:13Z
944,ReactJS Course: Learn JavaScript Library Used by Facebook&IG,https://www.udemy.com/react-js/,50.0,1018.0,All Levels,0.89,3.0,2015-07-07T13:42:32Z
945,The Complete Wordpress Theme Development Guide,https://www.udemy.com/the-complete-wordpress-theme-development-guide/,25.0,1011.0,All Levels,0.89,2.0,2017-05-19T05:52:32Z
946,So you think you know JavaScript?,https://www.udemy.com/so-you-think-you-know-javascript-1/,50.0,1010.0,All Levels,0.89,6.0,2016-05-12T14:52:32Z
947,Learn Top Ten PHP FrameWorks By Building Projects,https://www.udemy.com/learn-top-ten-php-frameworks-by-building-projects/,60.0,1007.0,Beginner Level,0.89,17.5,2016-01-27T18:05:12Z
948,Learn Coding as RF or Telecom Engineer - Build Real Program,https://www.udemy.com/learn-coding-as-rf-or-telecom-engineer-build-real-program/,25.0,1006.0,All Levels,0.89,2.0,2017-06-22T16:28:40Z
949,jQuery Essentials: Learn the Fundamental of jQuery,https://www.udemy.com/jquery-essentials/,20.0,1004.0,All Levels,0.89,3.5,2016-08-19T00:45:41Z
950,Learn W3.CSS,https://www.udemy.com/learn-w3css/,50.0,1002.0,Beginner Level,0.89,0.5666666667,2016-09-01T17:18:52Z
951,Create a REAL Social Network like Facebook in PHP + MySQL,https://www.udemy.com/make-a-social-media-website/,45.0,1002.0,Beginner Level,0.89,16.5,2016-09-19T15:54:37Z
952,The Ultimate WordPress Boot Camp: Build 7 Websites,https://www.udemy.com/the-ultimate-wordpress-boot-camp-build-multiple-websites/,125.0,1000.0,All Levels,0.89,11.0,2016-02-26T21:21:01Z
953,Getting Started with Craft CMS,https://www.udemy.com/craft-cms/,20.0,997.0,Beginner Level,0.89,2.0,2016-11-07T22:03:01Z
954,HTML : HTML Awesomeness,https://www.udemy.com/html-awesomeness/,25.0,988.0,All Levels,0.89,0.6333333333,2016-08-17T19:33:35Z
955,PSD to Bootstrap 3 for Beginners using HTML & CSS,https://www.udemy.com/psd-to-bootstrap/,20.0,976.0,Beginner Level,0.89,2.5,2015-11-03T21:03:34Z
956,Build a file hosting/sharing site in less than 2 hours,https://www.udemy.com/build-a-file-hosting-site-in-less-than-2-hours/,20.0,976.0,All Levels,0.89,1.5,2014-07-14T18:43:39Z
957,The Sass Course! Learn Sass for Real-World Websites,https://www.udemy.com/learn-sass/,95.0,975.0,All Levels,0.89,3.5,2016-12-08T16:53:19Z
958,"Web Scraping with Python, Ruby & import. io",https://www.udemy.com/web-scraping-with-python-ruby-import-io-for-fun-profit/,75.0,973.0,Beginner Level,0.89,4.5,2015-08-09T22:16:41Z
959,Create WordPress Plugins,https://www.udemy.com/create-wordpress-plugins/,50.0,964.0,All Levels,0.89,2.5,2016-04-08T21:24:12Z
960,Scrape Websites using PhantomJS and CasperJS,https://www.udemy.com/scrape-websites-phantomjs-casperjs/,195.0,960.0,Expert Level,0.89,2.0,2016-02-26T18:21:13Z
961,Java Web Services Part 2,https://www.udemy.com/javawebservicespart2/,20.0,959.0,Beginner Level,0.89,3.0,2017-01-12T03:10:56Z
962,JavaScript Basics For Web Developers,https://www.udemy.com/javascript-basics-for-web-developers/,20.0,958.0,Intermediate Level,0.89,1.0,2016-07-11T17:30:42Z
963,Introduction to Modern Programming with PHP,https://www.udemy.com/introduction-to-modern-programming-with-php/,20.0,954.0,All Levels,0.89,16.0,2015-08-27T19:20:42Z
964,Complete React JS web developer with ES6 - Build 10 projects,https://www.udemy.com/complete-react-js-course/,200.0,952.0,All Levels,0.89,12.0,2017-03-22T20:09:26Z
965,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",https://www.udemy.com/build-angular-2-complete-e-comerce-app-java-spring-mysql/,195.0,949.0,All Levels,0.89,20.5,2017-03-27T16:46:54Z
966,Bootstrap 4 Beginners: Code a Responsive Landing Page,https://www.udemy.com/bootstrap-4-beginners-code-a-responsive-landing-page/,30.0,948.0,All Levels,0.89,3.5,2016-09-13T16:54:49Z
967,Learn to Freelance with People Per hour (URDU),https://www.udemy.com/learn-to-freelance-with-people-per-hour-in-30-minutes/,20.0,948.0,All Levels,0.89,0.6,2015-09-14T21:25:01Z
968,Projects In ReactJS - The Complete React Learning Course,https://www.udemy.com/projects-in-reactjs-the-complete-react-learning-course/,50.0,947.0,Intermediate Level,0.89,8.0,2016-11-22T04:21:03Z
969,Learn basics of HTML in 30 Minutes,https://www.udemy.com/learn-basics-of-html/,20.0,945.0,Intermediate Level,0.89,0.55,2016-09-02T16:37:09Z
970,XML DTD - Crash Course for Beginners,https://www.udemy.com/xml-dtd-crash-course-for-beginners/,45.0,944.0,Intermediate Level,0.89,1.0,2017-02-18T20:21:12Z
971,Mastering Thymeleaf with Spring,https://www.udemy.com/mastering-thymeleaf-with-spring/,75.0,942.0,Beginner Level,0.89,4.5,2016-02-05T20:42:25Z
972,How to create awesome website and e-commerce in 1 hour,https://www.udemy.com/how-to-create-awesome-websites-and-e-commerce-in-1-hour/,20.0,937.0,All Levels,0.89,1.0,2016-07-18T16:56:23Z
973,XQUERY :basics for beginners,https://www.udemy.com/xquery-basics-for-beginners/,40.0,937.0,All Levels,0.89,0.6333333333,2016-09-27T15:26:05Z
974,Drupal 7 for Beginners,https://www.udemy.com/drupal-for-beginners/,35.0,926.0,All Levels,0.89,2.5,2012-06-14T18:15:00Z
975,XML DOM :basics for beginners,https://www.udemy.com/xml-dom-basics-for-beginners/,35.0,920.0,Beginner Level,0.89,0.7,2016-09-26T16:47:11Z
976,Voiceover Audio Secrets - Your Way to Top Audio Quality,https://www.udemy.com/professional-audio-recording-processing-for-course-creation/,195.0,918.0,All Levels,0.89,2.5,2015-11-11T18:11:55Z
977,"Build Modern Websites Quick With HTML,CSS and Bootstrap",https://www.udemy.com/build-modern-websites-quick-with-htmlcss-and-bootstrap/,20.0,912.0,All Levels,0.89,4.5,2016-10-18T15:48:43Z
978,Create Complete Web Applications easily with APEX 5,https://www.udemy.com/create-web-apps-with-apex-5/,30.0,912.0,Beginner Level,0.89,7.0,2015-07-14T20:30:11Z
979,Redux in Angular (2 and 4+),https://www.udemy.com/redux-in-angular/,70.0,909.0,Intermediate Level,0.89,1.5,2017-06-23T00:54:11Z
980,XML DTD :basics for beginners,https://www.udemy.com/xml-dtd-basics-for-beginners/,35.0,903.0,All Levels,0.24,0.55,2016-09-26T16:52:50Z
981,Using MODX CMS to Build Websites: A Beginner's Guide,https://www.udemy.com/using-modx-cms-to-build-websites-a-beginners-guide/,45.0,901.0,All Levels,0.21,2.0,2014-09-28T19:51:11Z
982,The Complete front end web developer Bootcamp - 14 projects,https://www.udemy.com/complete-front-end-web-developer-bootcamp/,200.0,900.0,All Levels,0.46,18.5,2016-08-12T00:30:51Z
983,A Beginner's Guide to the Meteor JavaScript Framework,https://www.udemy.com/meteorjs/,50.0,898.0,All Levels,0.6,2.0,2014-09-27T02:27:57Z
984,ASP NET CORE - ANGULAR 2 E-Commerce App,https://www.udemy.com/build-a-full-e-commerce-app-in-aspnet-core-mvc-6/,200.0,897.0,All Levels,0.74,13.0,2017-01-13T17:06:35Z
985,SharePoint 2013 Development using C# - Part I,https://www.udemy.com/sharepoint2013development/,50.0,891.0,Beginner Level,0.76,8.5,2014-11-06T13:59:44Z
986,Wordpress Development : Create a Custom Wordpress Website,https://www.udemy.com/create-local-server-and-install-wordpress/,120.0,885.0,All Levels,0.87,1.5,2015-09-13T18:32:52Z
987,Byte-Sized-Chunks: Dynamic Prototypes in Javascript,https://www.udemy.com/dynamic-prototypes-in-javascript/,20.0,880.0,Beginner Level,0.84,3.0,2016-03-10T18:01:22Z
988,XPATH :basics for beginners,https://www.udemy.com/xpath-basics-for-beginners/,40.0,878.0,Beginner Level,0.55,0.6166666667,2016-09-27T15:20:47Z
989,XSLT :basics for beginners,https://www.udemy.com/xslt-basics-for-beginners/,35.0,877.0,All Levels,0.67,0.5333333333,2016-09-27T15:14:59Z
990,Building Responsive Data Visualizations with D3 JS,https://www.udemy.com/building-responsive-data-visualizations-with-d3js/,85.0,876.0,Intermediate Level,0.48,2.0,2015-06-12T20:17:52Z
991,Kali Linux Web App Testing,https://www.udemy.com/kali-linux-web-app-testing/,75.0,876.0,All Levels,0.78,3.0,2015-06-11T18:38:08Z
992,Projects in Node.js - Learn by Example,https://www.udemy.com/projects-in-nodejs/,195.0,869.0,All Levels,0.55,5.0,2016-04-24T18:29:26Z
993,Building a Social Network in PHP & MySQL From Scratch,https://www.udemy.com/social-network-in-php-mysql/,50.0,869.0,All Levels,0.78,14.0,2015-03-17T16:54:15Z
994,Learn Symfony 3 framework by practical examples,https://www.udemy.com/learn-symfony-3-framework-by-practical-examples/,125.0,867.0,Beginner Level,0.12,4.0,2016-09-19T21:05:38Z
995,SAP - Learn SAPUI5 Professional Development,https://www.udemy.com/learn-sapui5/,195.0,860.0,Beginner Level,0.1,7.0,2016-04-25T15:22:50Z
996,"Angular 4 - Concepts, Code and Collective Wisdom",https://www.udemy.com/angular-2-concepts-code-and-collective-wisdom/,50.0,851.0,All Levels,0.11,4.5,2016-04-20T16:29:03Z
997,PHP For WordPress Development,https://www.udemy.com/php-for-wordpress-development/,35.0,850.0,All Levels,0.78,1.0,2016-04-12T18:00:47Z
998,"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",https://www.udemy.com/web-development-html5-css3-php-oop-and-mysql-database/,200.0,842.0,Beginner Level,0.8,25.0,2016-10-11T14:18:27Z
999,Learn to Build Web Apps using D3JS,https://www.udemy.com/learn-to-build-web-apps-using-d3js/,40.0,841.0,All Levels,0.92,3.5,2015-12-01T23:08:23Z
1000,Creating Interactive HTML5 Video,https://www.udemy.com/creating-interactive-html5-video/,25.0,838.0,All Levels,0.86,2.0,2016-06-06T15:24:53Z
1001,Superb jQuery Course - Become Certified jQuery Developer,https://www.udemy.com/superb-jquery-course/,95.0,817.0,All Levels,0.18,1.5,2017-05-28T23:56:09Z
1002,"WordPress Development - Themes, Plugins & Single Page Apps",https://www.udemy.com/wordpress-development-create-wordpress-themes-and-plugins/,150.0,817.0,Beginner Level,0.63,19.5,2016-03-02T06:26:16Z
1003,Cakephp:Creating a CRUD application,https://www.udemy.com/cakephpcreating-a-crud-application/,40.0,803.0,All Levels,0.34,0.5166666667,2016-11-22T17:55:42Z
1004,PHP Zend Framework 2:Creating a CRUD Application,https://www.udemy.com/zend-framework-2creating-a-crud-application/,40.0,802.0,Beginner Level,0.56,0.6333333333,2016-11-25T01:33:50Z
1005,"JSON with Java APIs, jQuery and JSON REST Web Services",https://www.udemy.com/learn-json-with-java-apis-jquery-and-rest/,95.0,799.0,Beginner Level,0.96,6.0,2016-05-30T23:54:43Z
1006,Simplified Cross Browser Web Testing Using VirtualBox,https://www.udemy.com/cross-browser-web-testing-virtualbox/,20.0,796.0,Beginner Level,0.11,1.0,2016-09-13T00:45:39Z
1007,The Complete Web Development Tutorial Using React and Redux,https://www.udemy.com/the-complete-web-development-tutorial-using-react-and-redux/,40.0,796.0,Beginner Level,0.8,4.0,2016-07-25T17:16:45Z
1008,Learn Azure Cloud Step by Step,https://www.udemy.com/marutiazure/,20.0,791.0,Beginner Level,0.32,2.5,2016-02-08T17:29:35Z
1009,HTML FOR BEGINNERS,https://www.udemy.com/html-5-for-beginners/,20.0,791.0,All Levels,0.96,1.0,2014-01-19T17:33:55Z
1010,Writing CSS with {LESS} - Tutorial From Infinite Skills,https://www.udemy.com/writing-css-with-less-tutorial-from-infinite-skills/,50.0,788.0,All Levels,0.68,2.0,2013-11-01T18:13:28Z
1011,JavaScript : JavaScript Awesomeness,https://www.udemy.com/javascript-javascript/,25.0,785.0,Beginner Level,0.86,1.0,2016-09-15T18:06:58Z
1012,HTML : Beginner Guide to HTML writing,https://www.udemy.com/html-beginner-guide/,20.0,783.0,All Levels,0.89,0.6166666667,2016-07-28T18:50:58Z
1013,Ultimate Css & JQuery Form Designing From Beginner to Expert,https://www.udemy.com/ultimate-css-web-form-designing-from-beginner-to-expert/,115.0,783.0,Beginner Level,0.94,1.0,2017-06-09T00:12:57Z
1014,"Build Your Startup with No Coding (Design, Develop & Ship)",https://www.udemy.com/buildastartup/,30.0,775.0,Beginner Level,0.15,8.0,2016-06-03T00:16:34Z
1015,Responsive Web Design with HTML5 and CSS3 - Introduction,https://www.udemy.com/responsive-web-design-with-html5-and-css3-introduction/,35.0,770.0,Beginner Level,0.62,8.0,2014-01-28T00:45:04Z
1016,AppML :basics for beginners,https://www.udemy.com/appml-basics-for-beginners/,30.0,770.0,Beginner Level,0.82,0.6333333333,2016-09-27T18:41:31Z
1017,Docker for Developers - Newest Version 1.12 with Swarm Mode,https://www.udemy.com/docker-for-developers/,95.0,767.0,Beginner Level,0.49,5.5,2016-07-22T15:37:25Z
1018,ASP :basics for beginners,https://www.udemy.com/asp-basics-for-beginners/,35.0,764.0,All Levels,0.11,1.0,2016-09-29T15:52:42Z
1019,Ajax for Beginners: A Very Basic Introduction,https://www.udemy.com/ajax-for-beginners-a-very-basic-introduction/,65.0,755.0,Intermediate Level,0.74,2.0,2016-01-25T17:57:24Z
1020,XSD :basics for beginners,https://www.udemy.com/xsd-basics-for-beginners/,35.0,755.0,All Levels,0.24,0.7,2016-09-27T18:01:26Z
1021,Learn to Build Web Apps using Laravel Framework,https://www.udemy.com/learn-to-build-web-apps-using-laravel-framework/,30.0,746.0,All Levels,0.11,6.5,2015-11-10T22:15:21Z
1022,How to manage your own VPS and create websites,https://www.udemy.com/manage-vps/,120.0,735.0,Beginner Level,0.14,1.5,2015-09-17T17:37:57Z
1023,The Complete HTML and CSS Course For Beginners,https://www.udemy.com/the-complete-html-and-css-course-for-beginners/,85.0,733.0,All Levels,0.15,3.0,2017-06-20T16:05:46Z
1024,Zend Framework 2: Learn the PHP framework ZF2 from scratch,https://www.udemy.com/zend-framework-2-from-beginner-to-professional/,40.0,723.0,All Levels,0.76,6.5,2015-11-11T18:55:45Z
1025,Single Page Application of MVC 5 Using AngularJS,https://www.udemy.com/maruti-spa-angularjs/,20.0,722.0,All Levels,0.24,1.5,2015-08-16T18:37:02Z
1026,Tumult Hype Pro Basics: HTML5 Animations Made Easier,https://www.udemy.com/tumult-hype-pro-basics-html5-animations-made-easier/,50.0,716.0,All Levels,0.67,4.0,2016-09-14T17:15:45Z
1027,RESTful Services with ASP.NET Web API,https://www.udemy.com/restful-services-with-aspnet-web-api/,85.0,716.0,All Levels,0.78,2.0,2014-11-21T10:28:47Z
1028,Up and Running with Phalcon,https://www.udemy.com/up-and-running-with-phalcon-php/,20.0,715.0,Intermediate Level,0.96,1.5,2016-11-10T15:33:54Z
1029,Building Web Applications with Spring MVC,https://www.udemy.com/building-web-applications-with-spring-mvc/,85.0,714.0,All Levels,0.07,3.0,2014-12-09T13:34:19Z
1030,JavaScript For Absolute Beginners - Level One,https://www.udemy.com/javascript-for-absolute-beginners-level-one/,65.0,713.0,All Levels,0.51,1.5,2016-09-19T21:06:29Z
1031,JavaScript - Become Higly Paid Front End Developer,https://www.udemy.com/javascript-become-higly-paid-front-end-developer/,105.0,710.0,All Levels,0.46,3.5,2017-04-17T16:39:08Z
1032,Master EmberJS : Learn Ember JS From Scratch,https://www.udemy.com/master-emberjs/,120.0,707.0,Beginner Level,0.54,6.5,2015-07-10T21:24:15Z
1033,Angular 2 - Superheroic Framework,https://www.udemy.com/marutiangular2/,20.0,702.0,Beginner Level,0.82,3.0,2016-05-04T16:35:07Z
1034,Mastering JavaScript,https://www.udemy.com/mastering-javascript/,95.0,694.0,All Levels,0.45,4.0,2015-09-04T20:18:51Z
1035,Building a Website With Jekyll,https://www.udemy.com/building-a-website-with-jekyll/,20.0,686.0,All Levels,0.96,3.0,2016-01-25T19:07:31Z
1036,Professional Web Scraping with Java,https://www.udemy.com/learn-web-scraping-with-java-in-just-1-hour/,50.0,685.0,All Levels,0.21,1.0,2016-05-16T00:11:41Z
1037,"Laravel, the complete guide with real world projects",https://www.udemy.com/best-laravel/,200.0,676.0,All Levels,0.96,14.0,2017-02-03T16:28:48Z
1038,Basic JavaScript: Build 4 Basic JavaScript Projects,https://www.udemy.com/practical-javascript-javascript-basics/,40.0,670.0,Beginner Level,0.11,4.5,2016-02-04T03:55:24Z
1039,Querying Microsoft SQL Server 2012 - (Exam No. 70-461),https://www.udemy.com/querying-sql-server-2012-70-461/,85.0,666.0,All Levels,0.06,6.5,2015-03-12T21:20:41Z
1040,React for visual learners,https://www.udemy.com/react-for-visual-learners/,20.0,659.0,Beginner Level,0.24,3.5,2016-07-18T21:41:36Z
1041,RESTful API with Laravel 5.4: Definitive Guide,https://www.udemy.com/restful-api-with-laravel-php-homestead-passport-hateoas/,145.0,655.0,All Levels,0.55,12.5,2017-04-28T17:44:04Z
1042,Building a ASP.NET MVC 5 Membership Website,https://www.udemy.com/building-a-mvc-5-membership-website/,95.0,654.0,Beginner Level,1.0,25.5,2016-06-26T21:15:57Z
1043,Perfect React JS Course - Understand Relevant Details,https://www.udemy.com/perfect-react-js-course/,200.0,653.0,Beginner Level,0.81,1.0,2017-01-17T05:40:31Z
1044,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,https://www.udemy.com/angularjs-webapi2-efcodefirst-web-app-on-3-tier-architecture/,60.0,652.0,Beginner Level,0.93,6.5,2017-01-16T21:52:59Z
1045,JavaScript Promises: Applications in ES6 and AngularJS,https://www.udemy.com/javascript-promises-applications-in-es6-and-angularjs/,75.0,651.0,Beginner Level,0.94,2.5,2015-11-06T19:02:46Z
1046,Supercharging Development With Atom Text Editor,https://www.udemy.com/atom-text-editor/,20.0,644.0,All Levels,0.87,1.5,2015-09-02T18:52:18Z
1047,Projects in Foundation Framework - Learn By Building 10 Apps,https://www.udemy.com/foundation-framework-course/,50.0,636.0,All Levels,0.11,10.0,2015-07-27T20:56:27Z
1048,Shopping Cart Website from Scratch Ecommerce,https://www.udemy.com/shopping-cart/,200.0,633.0,Beginner Level,0.92,4.0,2016-11-08T21:51:17Z
1049,Learn Knockout JS Framework from GroundUp,https://www.udemy.com/learn-knockout-js-framework-from-groundup/,40.0,633.0,All Levels,0.78,5.0,2015-10-15T17:04:20Z
1050,Learning Axure RP,https://www.udemy.com/learning-axure-rp/,75.0,631.0,Beginner Level,0.51,4.5,2015-04-08T19:29:35Z
1051,"HTML5, CSS3 And JavaScript Fundamentals 2016",https://www.udemy.com/html5-css3-and-javascript-fundamentals-2016/,115.0,627.0,All Levels,0.96,1.0,2016-09-01T16:48:58Z
1052,Build Web Apps Using EmberJS: The Complete Course,https://www.udemy.com/build-web-apps-using-emberjs-the-complete-course/,40.0,627.0,All Levels,0.0,4.5,2015-12-10T18:01:55Z
1053,Master ASP . NET 4 from scratch,https://www.udemy.com/masteraspnet/,50.0,613.0,Beginner Level,0.34,16.0,2015-08-18T20:58:37Z
1054,JavaScript Tutorial,https://www.udemy.com/lets-learn-javascript-by-coding/,180.0,613.0,All Levels,0.78,4.5,2016-10-17T15:07:49Z
1055,Getting Started with Magento,https://www.udemy.com/getting-started-with-magento/,85.0,608.0,All Levels,0.99,3.5,2014-11-21T09:09:23Z
1056,Learn Laravel: Create Your Web App Step-By-Step,https://www.udemy.com/laravel-5-course-learn-php-laravel/,45.0,604.0,All Levels,0.57,4.0,2015-05-20T19:48:45Z
1057,ASP.NET C# - Enterprise Web Systems From Novice to Expert,https://www.udemy.com/aspnet-c-enterprise-web-systems-from-novice-to-expert/,20.0,604.0,Beginner Level,0.67,3.5,2017-04-11T05:56:16Z
1058,Vue JS 2: From Beginner to Professional,https://www.udemy.com/vuejs-from-beginner-to-professional/,145.0,602.0,Beginner Level,0.34,15.5,2016-12-28T03:56:24Z
