,course_title,url,price,num_subscribers,level,Rating,content_duration,published_timestamp
289,Become a Heroku Rails Ninja: Expert Level Deployment Tools,https://www.udemy.com/become-a-heroku-rails-ninja/,50.0,7090.0,All Levels,0.78,8.5,2014-02-15T16:03:28Z
290,Learn How To Become a Web Developer From Scratch,https://www.udemy.com/learn-how-to-become-a-front-end-web-developer-from-scratch/,200.0,7062.0,Beginner Level,0.61,11.0,2017-05-28T19:38:52Z
291,React JS - Mastering Redux,https://www.udemy.com/react-js-mastering-redux/,100.0,7059.0,Beginner Level,0.75,5.0,2017-06-19T21:39:14Z
292,"Beginner API development in Node, Express, ES6, & MongoDB",https://www.udemy.com/api-development/,165.0,7057.0,Beginner Level,0.74,18.5,2016-11-12T18:53:51Z
293,How To Build And Make A Wordpress Website From Scratch 2017,https://www.udemy.com/how-to-build-and-make-a-wordpress-website-from-scratch-2017/,0.0,7055.0,All Levels,0.96,2.0,2017-01-24T04:59:20Z
294,How to Create a Wordpress Website from Scratch - No Coding,https://www.udemy.com/how-to-create-a-wordpress-website-from-scratch-no-coding/,20.0,7018.0,All Levels,0.16,3.0,2015-07-30T18:16:29Z
295,How To Build A Website From Scratch + Blogging Blueprint,https://www.udemy.com/how-to-build-a-website-from-scratch-blogging-blueprint/,20.0,7017.0,Intermediate Level,0.71,3.5,2015-04-08T17:39:03Z
296,Learn jQuery: An In-depth Course For Beginners,https://www.udemy.com/jquery/,50.0,7014.0,All Levels,0.54,4.5,2011-11-29T01:29:11Z
297,React vs Angular vs Vue.js by Example,https://www.udemy.com/react-vs-angular-vs-vuejs-by-example/,0.0,6958.0,All Levels,0.53,3.5,2017-06-02T21:57:07Z
298,How To Setup a Micro-Blog in 3 Easy Steps,https://www.udemy.com/setup-your-own-micro-blog-in-3-easy-steps/,25.0,6937.0,Beginner Level,0.76,1.0,2015-03-20T18:49:20Z
299,Getting Started with Angular 2+,https://www.udemy.com/getting-started-with-angular-2/,0.0,6909.0,Beginner Level,0.78,2.0,2017-04-27T22:25:40Z
300,The Advanced Web Developer Course,https://www.udemy.com/the-advanced-web-developer-course/,100.0,6890.0,Beginner Level,0.96,10.5,2015-06-03T18:21:21Z
301,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,https://www.udemy.com/how-to-make-a-modern-wordpress-blog-2017-create-your-blog/,0.0,6856.0,All Levels,0.62,2.0,2016-11-29T23:01:43Z
302,Become a Professional Web Developer | Version 3.0,https://www.udemy.com/web-development-tutorials/,200.0,6851.0,All Levels,0.94,60.0,2014-01-21T12:31:24Z
303,Comprehensive JavaScript Programming,https://www.udemy.com/comprehensive-javascript-programming/,20.0,6760.0,Beginner Level,0.47,3.0,2013-11-26T23:59:20Z
304,Become a Kick-Ass Web Developer: From Newbie to Pro,https://www.udemy.com/become-a-web-developer/,200.0,6751.0,Intermediate Level,0.17,48.5,2014-10-02T15:47:45Z
305,Introduction to Voice Design with Amazon's Alexa,https://www.udemy.com/amazonalexa/,0.0,6742.0,Beginner Level,0.63,0.6833333333,2016-01-18T00:18:08Z
306,A-Frame WebVR Programming Tutorial Series (Virtual Reality),https://www.udemy.com/a-frame-webvr/,40.0,6648.0,All Levels,0.15,1.5,2017-05-24T05:25:53Z
307,The Complete jQuery Course: From Beginner To Advanced!,https://www.udemy.com/jquery-tutorial/,195.0,6636.0,All Levels,0.66,6.0,2016-05-26T19:10:29Z
308,Kids Coding - Beginner HTML,https://www.udemy.com/kids-coding-beginner-html/,20.0,6628.0,Beginner Level,0.82,1.0,2013-07-19T20:44:50Z
309,Advanced Javascript,https://www.udemy.com/top-javascript-interview-questions-and-answers/,200.0,6601.0,Beginner Level,0.15,3.5,2015-11-21T06:56:33Z
310,Object Oriented Programming (OOP) in PHP - Build An OOP Site,https://www.udemy.com/object-oriented-programming-in-php/,20.0,6588.0,Beginner Level,0.43,2.0,2014-06-17T07:34:03Z
311,Build A Weather App With Ajax Using Open Weather Map API,https://www.udemy.com/build-a-weather-app-with-ajax-using-open-weather-map-api/,20.0,6548.0,All Levels,0.79,4.0,2016-12-01T21:49:26Z
312,Meteor and React for Realtime Apps,https://www.udemy.com/meteor-react-tutorial/,140.0,6527.0,All Levels,0.24,9.0,2016-05-23T16:51:48Z
313,Learn To Create Different Website Layouts & Media Queries,https://www.udemy.com/websitelayouts/,195.0,6510.0,All Levels,0.27,2.0,2015-08-11T22:26:38Z
314,Complete PHP and MySql Course: From Beginner to Professional,https://www.udemy.com/complete-php-mysql-course-for-beginners-start-to-finish/,200.0,6508.0,Beginner Level,0.87,6.5,2015-10-05T21:01:37Z
315,PHP OOP: Object Oriented Programming for beginners + Project,https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/,200.0,6497.0,Intermediate Level,0.11,18.0,2015-06-03T22:40:09Z
316,WordPress in under an hour - Create/manage your own website!,https://www.udemy.com/learn-wordpress-in-57-minutes/,0.0,6474.0,Beginner Level,0.05,1.0,2015-07-15T00:21:56Z
317,Dive Into Docker: The Docker Course for Developers,https://www.udemy.com/dive-into-docker-the-complete-docker-course-for-developers/,0.0,6437.0,All Levels,0.34,1.5,2017-04-14T22:57:32Z
318,The Complete jQuery Course - From Beginner to Professional!,https://www.udemy.com/complete-jquery-developer-course-beginner-to-pro/,200.0,6420.0,All Levels,0.75,22.5,2016-06-20T22:59:31Z
319,How to Make a Website Without Coding- WordPress & Web Skills,https://www.udemy.com/make-a-website-without-code-wordpress-course/,30.0,6413.0,All Levels,0.31,9.0,2015-04-28T17:32:23Z
320,GraphQL with React: The Complete Developers Guide,https://www.udemy.com/graphql-with-react-course/,150.0,6412.0,Beginner Level,0.77,13.0,2017-02-14T22:55:58Z
321,Wordpress Beginner Tutorial: Build Your First Website,https://www.udemy.com/wordpress-beginner-tutorial-build-your-first-website/,0.0,6402.0,Beginner Level,0.5,1.5,2016-06-21T03:29:46Z
322,CSS Image filters - The modern web images color manipulation,https://www.udemy.com/super-awesome-images-with-css-image-filters/,0.0,6315.0,All Levels,0.06,1.5,2014-12-10T19:43:40Z
323,jQuery For Beginners : A Basic Introduction,https://www.udemy.com/jquery-for-beginners-a-basic-introduction/,65.0,6293.0,Beginner Level,0.6,1.0,2015-11-03T18:17:38Z
324,Step-by-step HTML and CSS for Absolute Beginners,https://www.udemy.com/step-by-step-html-and-css-for-absolute-beginners/,120.0,6162.0,Expert Level,0.0,4.0,2013-08-26T19:10:57Z
325,Python for Beginners: Python Programming Language | Tutorial,https://www.udemy.com/python-course/,150.0,6153.0,All Levels,0.0,5.0,2015-06-14T18:18:57Z
326,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",https://www.udemy.com/fullstack-javascript/,50.0,6134.0,Beginner Level,0.98,2.0,2016-04-17T20:13:31Z
327,Javascript from Beginner to Advanced Level,https://www.udemy.com/javascript-from-beginner-to-advanced-level/,195.0,6134.0,All Levels,0.14,6.5,2016-12-19T14:40:00Z
328,"Installing Wordpress 4 - Installation, Registrars & Hosting",https://www.udemy.com/installing-wordpress-domain-registrars-and-web-hosting/,45.0,6117.0,All Levels,0.76,2.5,2014-10-31T07:21:32Z
329,Build Enterprise Applications with Angular 2 (and Angular 4),https://www.udemy.com/angular2-advanced/,190.0,6082.0,Beginner Level,0.3,9.5,2016-11-22T14:55:35Z
330,Complete ASP NET MVC Web Development - Newbie to Ninja!,https://www.udemy.com/better-web-development-pro-techniques-for-success/,195.0,6073.0,All Levels,0.51,9.0,2014-11-24T21:10:49Z
331,Intro To HTML & CSS: Web Development For Beginners,https://www.udemy.com/intro-to-html-and-css-basics/,20.0,6008.0,All Levels,0.76,4.0,2015-01-24T18:32:40Z
332,JavaScript project Learn to create a memory Game and more,https://www.udemy.com/javascript-project-learn-to-create-a-memory-game-and-more/,95.0,6000.0,All Levels,0.2,1.5,2015-10-02T17:26:20Z
333,8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive,https://www.udemy.com/8-beautiful-ruby-on-rails-apps-in-30-days/,100.0,5962.0,Beginner Level,1.0,16.0,2016-03-08T07:36:40Z
334,Introduction to Web Development,https://www.udemy.com/introduction-to-web-development2/,50.0,5921.0,All Levels,0.01,4.5,2014-03-11T19:43:30Z
335,Accelerated ES6 JavaScript Training,https://www.udemy.com/es6-bootcamp-next-generation-javascript/,110.0,5811.0,All Levels,0.76,6.0,2016-07-12T18:22:37Z
336,Git a Web Developer Job: Mastering the Modern Workflow,https://www.udemy.com/git-a-web-developer-job-mastering-the-modern-workflow/,200.0,5809.0,All Levels,0.36,15.0,2016-08-28T17:54:07Z
337,Be a Bootstrap Developer from scratch,https://www.udemy.com/be-a-bootstrap-developer-from-scratch/,100.0,5800.0,Intermediate Level,0.88,3.5,2015-07-20T20:38:56Z
338,Introduction to Bootstrap 3,https://www.udemy.com/introduction-to-bootstrap-3/,20.0,5795.0,All Levels,0.0,2.5,2013-09-27T03:11:22Z
339,Explore JavaScript Beginners Guide to Coding JavaScript,https://www.udemy.com/javascript-beginners-course/,200.0,5739.0,Beginner Level,0.94,2.5,2017-03-12T21:38:57Z
340,Responsive PHP Registration Form: From Scratch,https://www.udemy.com/responsive-php-registration-form/,95.0,5738.0,All Levels,0.5,4.0,2017-06-28T23:35:31Z
341,"Learn HTML, A practical guide from scratch to HTML 5",https://www.udemy.com/learn-html-a-practical-guide-from-scratch-to-html-5/,100.0,5715.0,Intermediate Level,0.89,3.0,2015-04-26T12:35:16Z
342,PHP User Login Registration Script With All Features,https://www.udemy.com/php-user-login-registration-system/,200.0,5603.0,Beginner Level,0.76,4.0,2016-10-02T19:14:23Z
343,Interactive Dynamic JavaScript for beginners DOM,https://www.udemy.com/javascript-dom/,200.0,5559.0,All Levels,0.88,2.0,2017-04-18T17:16:33Z
344,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,https://www.udemy.com/learning-php-and-mysql-development-the-easy-way/,50.0,5549.0,All Levels,0.76,15.5,2012-12-15T15:22:52Z
345,Bootstrap 3 -> Profitable WordPress Theme Development!,https://www.udemy.com/bootstrap-wordpress/,40.0,5547.0,All Levels,0.8,3.5,2014-10-22T17:39:21Z
346,Learn Bootstrap 4 by Example,https://www.udemy.com/learn-bootstrap-4-by-example/,0.0,5542.0,All Levels,0.18,1.0,2017-06-12T20:30:50Z
347,Web Hosting Introduction: How to Publish Your Website Online,https://www.udemy.com/web-hosting-introduction/,0.0,5533.0,Beginner Level,0.14,1.0,2015-02-09T00:55:50Z
348,JavaScript Basics for Beginners Introduction to coding,https://www.udemy.com/learn-javascript-for-beginners-introduction-to-coding-course/,150.0,5495.0,Beginner Level,0.89,1.5,2016-02-17T04:53:50Z
349,JavaScript from Beginner to Expert,https://www.udemy.com/javascript-from-beginner-to-expert-bring-life-to-your-site/,125.0,5484.0,All Levels,0.67,12.5,2015-05-18T21:54:08Z
350,1 hour jQuery,https://www.udemy.com/1-hour-jquery/,100.0,5456.0,Beginner Level,0.8,1.0,2013-08-03T14:20:52Z
351,WP Plugin Development - Build your own plugin!,https://www.udemy.com/wp-plugin-development-build-your-own-plugin/,200.0,5439.0,Beginner Level,0.94,4.0,2017-06-13T18:39:12Z
352,Create a Professional Website Without Programming/Coding,https://www.udemy.com/create-professional-websites/,0.0,5421.0,Beginner Level,0.34,1.5,2015-01-17T09:15:37Z
353,Learn WCF And Web APIs From Scratch,https://www.udemy.com/learn-wcf-and-web-apis-from-scratch/,50.0,5398.0,Beginner Level,0.58,10.5,2014-10-08T02:50:31Z
354,Angular Tutorial For Beginners,https://www.udemy.com/angular-tutorial-for-beginners/,0.0,5397.0,All Levels,0.14,2.5,2017-02-28T04:07:50Z
355,Start Your Own Forum Website in 15 Minutes,https://www.udemy.com/forum-web-development/,40.0,5387.0,All Levels,0.96,1.0,2015-01-26T16:19:40Z
356,Learn PHP Programming for Absolute Beginners,https://www.udemy.com/learn-php-programming-for-absolute-beginners/,35.0,5368.0,All Levels,0.32,2.0,2015-08-05T18:47:48Z
357,Learn HTML in 2 hours!,https://www.udemy.com/learn-html5-in-2-hours/,0.0,5351.0,Intermediate Level,0.76,1.5,2016-05-17T19:11:43Z
358,The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,https://www.udemy.com/the-complete-devops-engineer-course-20-java-kubernetes/,195.0,5335.0,All Levels,0.7,14.0,2016-08-06T20:53:04Z
359,Build a Real-world App with ASP.NET Core and Angular 2 (4+),https://www.udemy.com/aspnet-core-angular/,190.0,5332.0,Beginner Level,0.52,10.5,2017-03-27T21:58:48Z
360,Inspirational Web Development - A Beginner Approach -,https://www.udemy.com/inspirational-web-development-level-0/,20.0,5328.0,Beginner Level,0.78,3.5,2016-01-24T22:03:49Z
361,Learn how to convert PSD to HTML and CSS responsive,https://www.udemy.com/learn-how-to-convert-psd-to-html-and-css-responsive/,30.0,5324.0,All Levels,0.47,2.5,2017-02-10T16:51:09Z
362,Learn Jquery from Scratch 2-Hour Training,https://www.udemy.com/jquery_complete/,20.0,5318.0,All Levels,0.78,1.5,2015-07-16T00:40:57Z
363,Learn to Create Responsive Layouts in 30 Minutes,https://www.udemy.com/learn-to-create-responsive-layouts-in-30-minutes/,0.0,5301.0,Beginner Level,0.58,0.5,2017-01-17T22:26:51Z
364,The Complete Elixir and Phoenix Bootcamp,https://www.udemy.com/the-complete-elixir-and-phoenix-bootcamp-and-tutorial/,50.0,5279.0,Beginner Level,0.33,14.5,2016-10-27T22:44:29Z
365,"Building a Portfolio in 90 minutes ( HTML, CSS, Js )",https://www.udemy.com/build-a-portfolio-website-in-90-minutes-html-css-js/,20.0,5272.0,Beginner Level,0.47,2.0,2015-07-28T18:09:41Z
366,Web Design How to Create a Website HTML CSS Bootstrap,https://www.udemy.com/how-to-create-a-website-html-css-bootstrap/,75.0,5263.0,All Levels,0.14,2.0,2016-09-12T13:14:13Z
367,Django Tutorial: Build Your First App Fast & Free!,https://www.udemy.com/create-your-first-django-website-fast-free/,20.0,5228.0,All Levels,0.3,2.5,2015-09-08T00:17:23Z
368,Angular 2 & TypeScript Beginner Web Development,https://www.udemy.com/angular2/,200.0,5211.0,All Levels,0.46,19.5,2016-11-14T00:44:48Z
369,Wordpress Website Mastery 2017,https://www.udemy.com/wordpress-website-mastery-2017/,0.0,5181.0,Beginner Level,0.37,2.5,2017-01-18T17:01:40Z
370,Spring Framework 4 (Java Enterprise JEE) with AngularJS,https://www.udemy.com/java-spring-mvc-framework-with-angularjs-by-google-and-html5/,95.0,5177.0,Beginner Level,0.67,13.5,2015-09-21T23:12:59Z
371,REST APIs with Flask and Python,https://www.udemy.com/rest-api-flask-and-python/,110.0,5151.0,All Levels,0.14,12.5,2016-11-06T19:00:38Z
372,Learn Angular 2 Development By Building 12 Apps,https://www.udemy.com/learn-angular-2-development-by-building-10-apps/,50.0,5143.0,Beginner Level,0.66,12.0,2016-07-01T21:20:38Z
373,Wordpress For Beginners: Create a Professional Website,https://www.udemy.com/learn-how-to-create-a-website-with-wordpress/,200.0,5129.0,Beginner Level,0.68,1.5,2015-06-07T18:57:30Z
374,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",https://www.udemy.com/build-a-responsive-website-with-html5-css3-and-bootstrap-4/,20.0,5125.0,Expert Level,0.74,7.0,2016-08-09T17:53:33Z
375,PHP for Beginners: How to Build an E-Commerce Store,https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/,100.0,5117.0,Beginner Level,0.53,14.5,2015-07-17T18:52:45Z
376,How To Create Your Very First Website With HTML and CSS,https://www.udemy.com/how-to-create-a-website-with-html-and-css/,100.0,5097.0,Beginner Level,0.56,2.0,2016-04-09T01:56:01Z
377,Javascript for Beginners Learn by Doing Practical Exercises,https://www.udemy.com/javascript-for-beginners-introduction-learn-fast-easy/,100.0,5089.0,All Levels,0.74,3.5,2015-01-31T02:24:19Z
378,Responsive Web Design: Made Easy,https://www.udemy.com/responsive-web-design-made-easy/,195.0,5085.0,All Levels,0.64,6.5,2014-02-13T08:32:31Z
379,Introduction to Coding with Ruby,https://www.udemy.com/newbie-to-ruby/,45.0,5077.0,All Levels,0.99,3.5,2015-07-22T18:23:06Z
380,Build a Website in 30 Minutes,https://www.udemy.com/30-minute-website/,95.0,5065.0,All Levels,0.99,0.5333333333,2015-11-13T18:02:28Z
381,Create Jekyll blog and host it on Github like a Ninja,https://www.udemy.com/create-free-jekyll-blog-on-github-pages-like-a-ninja/,20.0,5056.0,All Levels,0.99,2.0,2014-12-13T04:48:15Z
382,Rock Solid Wordpress Security - Secure Web Development,https://www.udemy.com/rock-solid-wordpress-security-secure-wordpress-easily/,0.0,5052.0,Intermediate Level,0.99,1.5,2014-12-28T01:13:28Z
383,React VR - Creating Virtual Reality Apps,https://www.udemy.com/react-vr/,80.0,5026.0,Intermediate Level,0.99,3.0,2017-05-17T20:36:49Z
384,Bootstrap 4: Exploring New Features,https://www.udemy.com/bootstrap-40exploring-new-features/,75.0,5022.0,Beginner Level,0.99,1.0,2016-05-27T21:28:29Z
385,Simple And Easy: Wordpress For Beginners,https://www.udemy.com/simple-and-easy-wordpress-101/,0.0,5014.0,Intermediate Level,0.99,3.0,2015-08-09T23:12:40Z
386,Learn HTML Basics From Scratch,https://www.udemy.com/learn-html-from-scratch/,0.0,5004.0,All Levels,0.99,3.0,2015-12-29T19:01:04Z
387,Backbone Tutorial: Learn Backbonejs from Scratch,https://www.udemy.com/backbonejs-tutorial/,90.0,4957.0,Beginner Level,0.99,5.5,2014-10-27T07:29:00Z
388,Laravel Deployment - Launch your Laravel Application Online,https://www.udemy.com/laravel-deployment/,0.0,4905.0,Beginner Level,0.99,1.0,2016-10-22T20:12:05Z
389,HTML CSS Learn to create a website from scratch,https://www.udemy.com/html-css-learn-to-create-a-website-from-scratch/,50.0,4892.0,Beginner Level,0.99,2.0,2016-08-04T21:40:35Z
390,Web Development w/ Google’s Go (golang) Programming Language,https://www.udemy.com/go-programming-language/,65.0,4872.0,All Levels,0.99,19.0,2017-01-17T22:30:33Z
391,Create Your First Wordpress Site in Under an Hour,https://www.udemy.com/how-to-install-wordpress-/,20.0,4867.0,All Levels,0.99,1.0,2016-03-30T00:41:00Z
392,HTML Web Development Crash Course,https://www.udemy.com/html-tutorials/,20.0,4848.0,Beginner Level,0.99,1.5,2016-08-02T21:33:39Z
393,Learn and Understand React,https://www.udemy.com/learn-and-understand-react-and-redux-i/,30.0,4848.0,All Levels,0.99,16.5,2017-03-23T16:20:05Z
394,Ruby on Rails for Complete Beginners,https://www.udemy.com/ruby-on-rails-tutorial-for-complete-beginners/,35.0,4839.0,Beginner Level,0.99,4.0,2015-11-02T23:07:56Z
395,Building a Ruby on Rails Application with Neo4j,https://www.udemy.com/building-a-ruby-on-rails-application-with-neo4j/,0.0,4830.0,Beginner Level,0.99,0.5333333333,2015-08-18T19:23:56Z
396,The complete JavaScript developer: MEAN stack zero-to-hero,https://www.udemy.com/the-complete-javascript-developer-mean-stack-zero-to-hero/,75.0,4820.0,All Levels,0.99,11.5,2015-12-16T00:07:00Z
397,Css Positioning For Absolute Beginners: A Basic Introduction,https://www.udemy.com/learn-how-css-positioning-works-a/,65.0,4797.0,All Levels,0.99,1.0,2015-10-30T21:14:58Z
398,Javascript ES6! A Complete Reference Guide to Javascript ES6,https://www.udemy.com/javascript-es6-a-complete-reference-guide-to-javascript-es6/,175.0,4783.0,All Levels,0.99,7.0,2017-04-20T16:22:34Z
399,Bootstrap Basics: Program Responsive Websites,https://www.udemy.com/code-responsive-website-twitter-bootstrap/,75.0,4743.0,All Levels,0.99,3.0,2013-08-09T13:02:39Z
400,Customizr - Learn WordPress with the ultimate creative theme,https://www.udemy.com/wpcustomizrcourse/,0.0,4735.0,Intermediate Level,0.99,5.0,2016-05-05T19:08:34Z
401,Learn How to Create Your Own Social Network,https://www.udemy.com/create-your-own-social-network/,50.0,4732.0,All Levels,0.99,2.0,2015-04-24T23:54:06Z
402,Accelerated JavaScript Training,https://www.udemy.com/javascript-bootcamp-2016/,110.0,4720.0,Beginner Level,0.99,7.5,2016-07-12T18:23:35Z
403,Complete Login and Registration System in PHP and MYSQL,https://www.udemy.com/login-and-registration-system-in-php-and-mysql-step-by-step/,200.0,4714.0,Beginner Level,0.99,4.0,2015-07-16T22:09:55Z
404,"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.",https://www.udemy.com/complete-ajax-using-bootstrap-php-from-basic-to-advanced/,195.0,4708.0,Beginner Level,0.21,2.5,2016-10-06T04:49:57Z
405,,,,,,,,
406,Projects in CSS,https://www.udemy.com/projects-in-css/,60.0,4689.0,Beginner Level,0.52,10.0,2014-09-23T06:13:59Z
407,Angular JS Essentials,https://www.udemy.com/angular-js-crash-course/,195.0,4687.0,All Levels,0.14,4.0,2017-01-03T15:31:13Z
408,How to Build Your Own Website with WordPress: A Step-by-Step Guide,https://www.udemy.com/build-your-own-website-with-wordpress-a-step-by-step-guide/,95.0,4675.0,Beginner Level,0.15,6.0,2015-03-05T01:18:27Z
409,Flask Tutorial Step by Step,https://www.udemy.com/python-flask-tutorial-step-by-step/,0.0,4645.0,All Levels,0.96,2.0,2017-02-28T16:27:45Z
410,Projects in MongoDB - Learn MongoDB Building Projects,https://www.udemy.com/projects-in-mongodb/,50.0,4628.0,Intermediate Level,0.2,12.0,2015-09-28T20:22:39Z
411,Creating FaceBook Design Using Bootstrap - Handson Project,https://www.udemy.com/facebook-design-using-bootstrap/,80.0,4616.0,All Levels,0.45,2.0,2016-12-06T23:46:15Z
412,JavaScript for beginners with live examples,https://www.udemy.com/javascript-from-basic-fundamentals-to-advanced/,195.0,4587.0,Beginner Level,0.14,4.0,2015-09-29T21:41:16Z
413,Devtools 2017: The Basics of Chrome Developer Tools,https://www.udemy.com/devtools-2017-the-basics-of-chrome-developer-tools/,0.0,4569.0,All Levels,0.11,1.0,2017-04-14T16:58:12Z
414,Hit the ground running with AngularJS with Dion Yang,https://www.udemy.com/hit-the-ground-running-with-angularjs-with-dion-yang/,100.0,4563.0,Beginner Level,0.89,1.5,2015-11-26T17:16:53Z
415,Ultimate WordPress Plugin Course,https://www.udemy.com/wordpress-plugin-course/,100.0,4537.0,Beginner Level,0.89,9.0,2015-08-20T20:32:31Z
416,Complete PHP Course with OOP Start to Finish!,https://www.udemy.com/complete-object-oriented-programming-in-php-start-to-finish/,200.0,4529.0,All Levels,0.89,2.0,2015-11-26T22:25:33Z
417,Learn Bootstrap3 With Multi Purposes Single Page Layout,https://www.udemy.com/single-page-layout-with-bootstrap/,0.0,4503.0,All Levels,0.89,21.0,2016-02-16T21:59:01Z
418,Laravel Blog Development Starter,https://www.udemy.com/laravel-blog-development/,0.0,4499.0,Beginner Level,0.89,2.0,2017-02-14T00:38:18Z
419,Django + AngularJS for a Powerful Web Application,https://www.udemy.com/django-angularjs/,95.0,4463.0,Beginner Level,0.89,5.5,2016-10-13T17:34:00Z
420,React.js Quickly: Developing Scalable Web User Interfaces,https://www.udemy.com/react-quickly/,50.0,4447.0,Beginner Level,0.89,4.0,2016-04-19T17:27:00Z
421,Power up HTML5 with JavaScript,https://www.udemy.com/power-up-html5-with-javascript/,100.0,4442.0,Beginner Level,0.89,2.0,2016-03-15T18:03:33Z
422,HTML and CSS for Absolute Beginners,https://www.udemy.com/html-and-css-for-absolute-beginners-with-examples/,0.0,4410.0,Beginner Level,0.89,3.0,2017-01-20T17:02:27Z
423,JavaScript Fundamentals,https://www.udemy.com/javascriptfundamentals/,0.0,4409.0,All Levels,0.89,5.0,2016-12-20T15:34:05Z
424,JQuery Create Overlay Popups from scratch using Jquery,https://www.udemy.com/jquery-create-modal-popup-windows-from-scratch-using-jquery/,50.0,4407.0,All Levels,0.89,2.5,2015-12-04T17:06:24Z
425,Build CRUD Application - PHP & Mysql,https://www.udemy.com/build-crud-application-php-mysql/,0.0,4405.0,Beginner Level,0.89,1.5,2017-05-04T16:47:24Z
426,Angular 4: From Theory to Practice & FREE E-Book,https://www.udemy.com/angular-2-from-theory-to-practice/,200.0,4375.0,Beginner Level,0.89,15.5,2016-11-15T21:35:06Z
427,How To Create A WordPress Website Without Paying A Developer,https://www.udemy.com/wordpress-website-in-under-one-hour/,20.0,4333.0,All Levels,0.89,1.0,2014-10-20T11:53:12Z
428,How To Create a Local Wordpress Environment,https://www.udemy.com/how-to-create-a-local-wordpress-environment/,0.0,4306.0,Beginner Level,0.89,0.5166666667,2016-02-07T18:58:40Z
429,Install WordPress on Computer using XAMPP,https://www.udemy.com/wordpress-xampp/,0.0,4290.0,All Levels,0.89,0.6166666667,2015-08-26T23:22:24Z
430,Effective Personal Website Building and Hosting,https://www.udemy.com/effective-personal-website-building-and-hosting/,20.0,4259.0,All Levels,0.89,1.0,2016-04-11T22:36:52Z
431,Python Programming: Create an Digital Marketplace in Django,https://www.udemy.com/coding-for-entrepreneurs-marketplace-daily-deals/,195.0,4198.0,All Levels,0.89,26.0,2013-10-20T19:53:28Z
432,Learn JavaScript from scratch,https://www.udemy.com/learn-javascript-from-scratch/,20.0,4193.0,Beginner Level,0.89,2.5,2015-07-30T19:00:52Z
433,A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,https://www.udemy.com/learnsqlwithsqlserver2014/,35.0,4183.0,Beginner Level,0.89,14.0,2014-10-12T06:29:05Z
434,AJAX : Let's build a COOL project,https://www.udemy.com/ajax-for-beginners-with-jquery-php-mysql-tutorial/,70.0,4183.0,All Levels,0.1,3.5,2015-03-13T23:11:17Z
435,Angular 2 Master Class with Alejandro Rangel,https://www.udemy.com/angular-2-master-class-with-alejandro-rangel/,30.0,4157.0,Beginner Level,0.78,9.5,2016-03-01T00:07:14Z
436,How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,https://www.udemy.com/how-to-create-a-wordpress-website-2016-new-divi-theme-30/,40.0,4144.0,All Levels,0.96,5.5,2016-10-13T22:12:07Z
437,Angular Styling & Animations (for Angular 2 and Angular 4),https://www.udemy.com/angular-styling-animations-for-angular-2-and-angular-4/,120.0,4138.0,Beginner Level,0.24,6.0,2017-03-28T00:01:39Z
438,AngularJS Custom Directives with Dan Wahlin,https://www.udemy.com/angularjs-custom-directives/,75.0,4128.0,Beginner Level,0.8,6.0,2015-02-21T01:54:51Z
439,Create and Deploy a Web App in 3 Hours,https://www.udemy.com/create-and-deploy-a-web-app-in-3-hours/,50.0,4123.0,All Levels,0.84,3.5,2013-12-04T22:49:28Z
440,HTML and CSS Crash Course for Beginners,https://www.udemy.com/html-and-css-crash-course-for-beginners/,50.0,4123.0,Beginner Level,0.55,4.5,2014-05-30T22:23:01Z
441,Mastering CSS 3.0 Selectors,https://www.udemy.com/css3-selectors/,0.0,4115.0,All Levels,0.67,2.0,2017-02-22T21:57:35Z
442,Introductory To HTML and CSS,https://www.udemy.com/introductory-to-html-and-css/,50.0,4106.0,Intermediate Level,0.38,1.0,2016-08-27T21:35:25Z
443,Web Development Masterclass - Complete Certificate Course,https://www.udemy.com/web-development-masterclass-complete-certificate-course/,200.0,4090.0,All Levels,0.92,19.5,2016-10-12T03:14:13Z
444,Create a Responsive Website with Bootstrap 3,https://www.udemy.com/create-a-responsive-website-with-bootstrap-3/,50.0,4076.0,Beginner Level,0.92,3.0,2014-10-28T02:25:42Z
445,Angular Masterclass,https://www.udemy.com/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/,150.0,4057.0,All Levels,0.92,6.5,2016-05-09T22:29:32Z
446,Intro to PHP Web Application Development with Symfony,https://www.udemy.com/symfony-development/,200.0,4040.0,Beginner Level,0.92,1.5,2013-09-06T02:34:20Z
447,"Create Complete Sign up System using PHP, jQuery and Ajax",https://www.udemy.com/create-sign-up-system-using-jquery-ajax-and-php/,200.0,4033.0,Intermediate Level,0.92,3.0,2016-02-15T00:41:18Z
